"DitchReservoirCompanyName","OWF_ID","OWF_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","DARCAMember","EntityStartDate","EntityStartDate_Flag","EntityEndDate","EntityEndDate_Flag","Ditch_WDID_CSV","Ditch_WDID_CSV_Flag","Reservoir_WDID_CSV","Reservoir_WDID_CSV_Flag","Latitude","Longitude","Lat_Long_Flag","Municipality","Municipality_Flag","IBCC_Basin","IBCC_Basin_Flag","Website","Website_Flag","Comment"
Monument Reservoir Company,,x,19871131853,G,N,1956-03-12,G,2005-08-31,G,,x,,x,39.220261,-107.874571,G2,Colbran,G,Colorado,,,x,
Monument Village Combined Irrigation Company,,x,19991077826,G,N,1999-04-24,G,,N,,x,,x,39.068715,-108.566211,G2,Grand Junction,G,Colorado,G1,,x,
Moonlight  Ditch Association,,x,20091450683,G,N,2009-08-24,G,,N,,x,,x,37.499714,-108.669264,G2,Lewis,G,Southwest,G1,,x,
Moore Ditch And Reservoir Company,,x,19871044703,G,N,1907-04-22,G,,N,,x,,x,,,x,,x,,x,,x,
Morgan Ditch Company,,x,19871018506,G,N,1895-04-26,G,,N,,x,,x,,,x,,x,,x,,x,
Morgan-Prewitt Reservoir Company,MorganPrewittRC,G,19871077076,G,N,1923-02-10,G,,N,,x,,x,40.249935,-103.798902,G2,Fort Morgan,G,South Platte,,,x,
Morin Mutual Ditch Company,,x,19871062581,G,N,1916-04-15,G,,N,,x,,x,,,x,,x,,x,,x,
Morman Mesa Ditch Company,,x,19871071551,G,N,1920-03-27,G,,N,,x,,x,,,x,,x,,x,,x,
Morrison Consolidated Ditch Company,,x,19871051382,G,N,1910-02-28,G,,N,,x,,x,37.177362,-107.725111,G2,Ignacio,G,Southwest,G1,,x,
Morrison Lateral Ditch Company,,x,19871034737,G,N,1902-05-20,G,,N,,x,,x,,,x,,x,,x,,x,
Mountain Mutual Reservoir Company,MtnMutualRC,G,19871393847,G,N,1980-03-03,G,,N,,x,,x,39.590284,-105.310802,G2,Evergreen,G,Metro,,,x,
"Mountain View Water And Ditch, Inc.",,x,20001049704,G,N,2000-03-09,G,,N,,x,,x,38.031623,-104.945099,G2,Beulah,G,Arkansas,G1,,x,
"Muddy Creek Ditch Company, Inc.",,x,19961092095,G,N,1996-07-12,G,,N,,x,,x,37.939091,-107.812469,G2,Telluride,G,Southwest,G1,,x,
Munn Addition Lateral Ditch And Water Company,,x,19871067845,G,N,1918-08-02,G,,N,,x,,x,,,x,,x,,x,,x,
"Munson Ditching, Inc.",,x,19971081074,G,N,1997-05-21,G,,N,,x,,x,39.012356,-104.700704,G2,Colorado Springs,G,Arkansas,G1,,x,
Muskrat Lateral Ditch Company,,x,19871099149,G,N,1935-04-05,G,,N,,x,,x,,,x,,x,,x,,x,
Mutual Carey Ditch And Reservoir Company,,x,19871080870,G,N,1925-01-26,G,,N,,x,,x,,,x,,x,,x,,x,
Mutual Hyde Ditch Company,,x,19871062490,G,N,1916-04-04,G,,N,,x,,x,38.114244,-102.543907,G2,Lamar,G,Arkansas,G1,,x,
Mutual Lateral Irrigation Company,,x,19871017835,G,N,1894-12-18,G,,N,,x,,x,,,x,,x,,x,,x,
N. S. Lateral Number Five Company,,x,19871057718,G,N,1913-03-01,G,,N,,x,,x,,,x,,x,,x,,x,
Naturita Canal And Reservoir Company,,x,19871011177,G,N,1887-03-12,G,,N,,x,,x,,,x,,x,,x,,x,
Naugle Lateral Ditch Company,,x,19871069064,G,N,1919-03-25,G,,N,,x,,x,,,x,,x,,x,,x,
Nauman Lake Reservoir Company,NaumanLakeRC,G,19871016811,G,N,1894-03-19,G,,N,,x,,x,40.458246,-104.741917,G2,Greeley,G,South Platte,,,x,
Navajo Diversion Ditch,,x,19871132348,G,N,1956-05-02,G,,N,,x,,x,,,x,,x,,x,,x,
Navajo River Ranch Ditch Company,,x,19971179508,G,N,1997-11-10,G,,N,,x,,x,37.037747,-106.790521,G2,Chromo,G,Southwest,G1,,x,
Nazarenus Lateral Ditch Company,,x,19871062655,G,N,1916-04-28,G,,N,,x,,x,,,x,,x,,x,,x,
Needham Ditch Company,,x,19871188088,G,N,1966-07-27,G,,N,,x,,x,39.402205,-107.211163,G2,Carbondale,G,Colorado,G1,,x,
Needle Rock Ditch Company,,x,19871010660,G,N,1890-04-30,G,,N,,x,,x,38.718022,-107.553491,G2,Crawford,G,Gunnison,G1,,x,
Nelson Lateral Ditch Company,,x,19871093571,G,N,1931-05-05,G,,N,,x,,x,,,x,,x,,x,,x,
Neumeister Lateral Ditch Company,,x,19871034367,G,N,1902-03-20,G,,N,,x,,x,,,x,,x,,x,,x,
Nevada Ditch Holding Company,NevadaDC,G,19871061872,G,Y,1915-12-16,G,,N,,x,,x,39.732937,-105.009534,G2,Denver,G,Metro,G1,,x,
New Brantner Extension Ditch Company,NewBrantnerExtensionDC,G,19871030067,G,N,1904-03-02,G,,N,,x,,x,39.986290,-104.818267,G2,Brighton,G,Metro,G1,,x,
New Cache La Poudre Irrigating Company,NewCacheLaPoudreIC,G,19871026302,G,N,1898-03-01,G,,N,,x,,x,40.482582,-104.698750,G2,Lucerne,G,South Platte,G1,,x,
New Cenicero Ditch Company,,x,19871038264,G,N,1904-03-02,G,,N,,x,,x,,,x,,x,,x,,x,
New Cenicero Ditch Company Corp.,,x,20081587131,G,N,2008-11-05,G,,N,,x,,x,37.089726,-105.946881,G2,Antonito,G,Rio Grande,G1,,x,
New Coal Ridge Ditch Company,NewCoalRidgeDC,G,19961036819,G,N,1996-03-15,G,,N,,x,,x,40.158337,-104.904994,G2,Longmont,G,South Platte,G1,,x,
New Consolidated Lower Boulder Reservoir And Ditch Company,NewConsolidatedLowerBoulderRDC,G,19961036817,G,Y,1996-03-15,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
New Dry Creek Ditch Company,,x,19871121290,G,N,1952-02-04,G,,N,,x,,x,,,x,,x,,x,,x,
New Hinman Ditch Company,NewHinmanDC,G,19871060896,G,N,1915-04-05,G,,N,,x,,x,40.096317,-105.204187,G2,Longmont,G,South Platte,G1,,x,
New John Flood Ditch Company,,x,20011095431,G,N,2001-05-10,G,,N,,x,,x,37.285686,-104.383674,G2,Trinidad,G,Arkansas,G1,,x,
New Kellogg Lateral Ditch Company,,x,19871095267,G,N,1932-05-25,G,,N,,x,,x,,,x,,x,,x,,x,
New Mercer Ditch Company,,x,19871001630,G,Y,1878-02-19,G,,N,,x,,x,38.674700,-108.039000,G2,Delta,G,Gunnison,G1,,x,
New Multa Trina Ditch Company,,x,19871099322,G,N,1935-05-17,G,,N,,x,,x,39.561184,-107.653193,G2,Silt,G,Colorado,G1,,x,
New Red Top Valley Ditch Company,,x,19871086369,G,N,1927-09-26,G,,N,,x,,x,40.187807,-105.892510,G2,Granby,G,Colorado,G1,,x,
New Salida Ditch Company,,x,19871123063,G,N,1953-01-23,G,,N,,x,,x,,,x,,x,,x,,x,
New Sand Creek Lateral Irrigation Company,NewSandCrkLIC,G,19871077770,G,N,1923-06-08,G,,N,,x,,x,40.427891,-104.688137,G2,Greeley,G,South Platte,G1,,x,
New Table Mountain Ditch Company,NewTableMtnDC,G,19871011774,G,N,1891-02-28,G,,N,,x,,x,40.123451,-105.230579,G2,Longmont,G,South Platte,G1,,x,
New Union Community Ditch Company,NewUnionCommunityDC,G,19871049709,G,N,1909-06-14,G,2009-01-29,G,,x,,x,39.921906,-104.977299,G2,Thornton,G,Metro,G1,,x,
New Von Gohren Lateral Ditch Co.,NewVonGohrenLDC,G,20101588346,G,N,1908-05-26,G,,N,,x,,x,40.470183,-104.725390,G2,Greeley,G,South Platte,G1,,x,
Newcomb Irrigating Company,,x,19871130631,G,N,1955-10-28,G,,N,,x,,x,,,x,,x,,x,,x,
"Newton Gulch Reservoir Co.,Inc.",,x,19871139861,G,N,1958-07-02,G,,N,,x,,x,,,x,,x,,x,,x,
Ni Wot Ditch Company,,x,19871000184,G,N,1866-02-01,G,3766-02-01,G,,x,,x,,,x,,x,,x,,x,
Niwot Ditch Company,NiwotDC,G,19871042573,G,N,1906-05-02,G,,N,,x,,x,40.146397,-105.114470,G2,Longmont,G,South Platte,G1,,x,
No. 10 Ditch Company,No10DC,G,19871037556,G,N,1903-10-17,G,,N,,x,,x,40.588194,-105.029533,G2,Fort Collins,G,South Platte,G1,,x,
No. 280 Lateral Ditch Company,No280LDC,G,19871194423,G,N,1967-06-29,G,,N,,x,,x,39.729347,-105.084255,G2,Lakewood,G,Metro,G1,,x,
No. 3 Outlet Ditch Company,No3OutletDC,G,19871013296,G,N,1892-03-16,G,,N,,x,,x,40.233317,-104.998590,G2,Mead,G,South Platte,G1,,x,
North Boulder Farmers Ditch Company,NorthBoulderFarmersDC,G,19871000558,G,Y,1871-03-07,G,,N,,x,,x,40.174536,-105.101688,G2,Longmont,G,South Platte,G1,,x,
North Delta Irrigation Company,,x,19921022547,G,N,1992-03-04,G,,N,,x,,x,38.773500,-108.065000,G2,Delta,G,Gunnison,G1,,x,
"North Eastern Colorado Irrigation Company, LLC",NorthEasternColoradoIC,G,20151756086,G,N,2015-11-24,G,,N,,x,,x,40.411217,-105.015067,G2,Loveland,G,South Platte,G1,,x,
North Fork Ditch Company,,x,20161346129,G,N,2016-05-20,G,,N,,x,,x,38.534719,-105.998902,G2,Salida,G,Arkansas,G1,,x,
North Fork Farmer's Ditch Association,,x,19871010301,G,Y,1890-02-07,G,,N,,x,,x,38.885845,-107.582377,G2,Paonia,G,Gunnison,G1,,x,
North Fork Lateral Ditch Company,,x,19871059788,G,N,1914-06-23,G,,N,,x,,x,38.811900,-107.706000,G2,Hotchkiss,G,Gunnison,G1,,x,
North Loudon Ditch And Reservoir Company,,x,19871009632,G,N,1889-06-11,G,,N,,x,,x,,,x,,x,,x,,x,
North Mesa Ditch And Reservoir Company,,x,19871067568,G,N,1918-06-08,G,,N,,x,,x,,,x,,x,,x,,x,
North Pawnee Lateral Ditch Company,,x,19871018388,G,N,1895-04-02,G,,N,,x,,x,,,x,,x,,x,,x,
North Poudre Irrigation Company,NPIC,G,19871033067,G,N,1901-08-01,G,,N,,x,,x,40.703679,-105.006283,G2,Wellington,G,South Platte,G1,https://npicwater.com/,G,
"North Poudre Irrigation Company, Lower Ditch #10, Headgate #9 Irrigators' Association LLC",NPICLowerDitchNo10HeadgateNo9IA,G,20141627915,G,Y,2014-10-31,G,2015-12-24,G,,x,,x,40.641174,-105.054565,G2,Fort Collins,G,South Platte,G1,,x,
North Star Irrigation Company,NorthStarIC,G,20101075459,G,N,2010-02-04,G,,N,,x,,x,40.724060,-105.083954,G2,Fort Collins,G,South Platte,G1,,x,
North Tollgate Ditch Company,NorthTollgateDC,G,20041107008,G,N,2004-03-23,G,,N,,x,,x,40.170095,-105.166700,G2,Longmont,G,South Platte,G1,,x,
Northcrestone Community Ditch Inc.,,x,20021063149,G,N,2002-03-13,G,2004-09-23,G,,x,,x,37.995250,-105.697972,G2,Crestone,G,Rio Grande,G1,,x,
Norvell Ditch Company,,x,20021246086,G,N,2002-09-06,G,,N,,x,,x,40.152484,-106.908658,G2,Yampa,G,Yampa,G1,,x,
Nunn-Mcgrew Ditch Company,,x,19871077349,G,N,1923-03-21,G,,N,,x,,x,,,x,,x,,x,,x,
Nyberg Ditch And Reservoir Company,,x,19871058491,G,N,1913-08-11,G,,N,,x,,x,,,x,,x,,x,,x,
Oak Mesa Ditch And Reservoir Company,,x,19871104889,G,N,1940-01-15,G,,N,,x,,x,,,x,,x,,x,,x,
Oak Ridge Park Ditch Company,,x,19871206442,G,N,1969-02-10,G,,N,,x,,x,40.028143,-107.779928,G2,Meeker,G,Yampa,G1,,x,
Oasis Irrigation Company,,x,19971187642,G,N,1998-01-01,G,,N,,x,,x,39.633085,-106.414550,G2,Vail,G,Colorado,G1,,x,
O'Brien Ditch Lateral Corporation,,x,20161103295,G,N,2016-02-11,G,,N,,x,,x,37.384922,-108.634592,G2,Cortez,G,Southwest,G1,,x,
Ogilvy Irrigating and Land Company,OgilvyIC,G,19871004001,G,N,1881-07-16,G,,N,,x,,x,40.425370,-104.692071,G2,Greeley,G,South Platte,G1,,x,
Old Brantner Ditch Company,OldBrantnerDC,G,20101017602,G,N,2010-01-11,G,2011-05-10,G,,x,,x,39.928351,-104.875307,G2,Brighton,G,Metro,G1,,x,
Oligarchy And Longmont Branch Ditch Company,,x,19871001106,G,N,1915-04-19,G,,N,,x,,x,,,x,,x,,x,,x,
Oligarchy Extension Ditch Company,OligarchyExtensionDC,G,19871073316,G,N,1921-02-07,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Oligarchy Irrigation Company,OligarchyIC,G,19871073315,G,Y,1907-02-07,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Oliver Ditch Company,,x,19871082228,G,N,1925-09-08,G,,N,,x,,x,,,x,,x,,x,,x,
Olsen Mutual Ditch Company,OlsenMutualDC,G,19871252081,G,N,1972-12-22,G,,N,,x,,x,40.476971,-104.585186,G2,Greeley,G,South Platte,G1,,x,
Orchard Mesa Heights Irrigation Ditch Co.,,x,20081329767,G,N,2008-06-18,G,,N,,x,,x,39.039387,-108.544792,G2,Grand Junction,G,Colorado,G1,,x,
Orchard Mesa Irrigation District,,x,,x,Y,,x,,N,,x,,x,,,x,Palisade,G,,x,,x,
Orchard Mesa Mutual Waste Ditch Company,,x,19871062867,G,N,1916-06-05,G,,N,,x,,x,,,x,,x,,x,,x,
Orchard Ranch Ditch Company,,x,19871061454,G,N,1915-08-20,G,,N,,x,,x,38.843100,-107.982000,G2,Eckert,G,Gunnison,G1,,x,
Ordway-Rocky Ford Mutual Canal And Reservoir Co,,x,19871058876,G,N,1913-12-01,G,,N,,x,,x,,,x,,x,,x,,x,
Original Cottonwood Ditch Company,OriginalCottonwoodDC,G,19871010536,G,N,1890-03-25,G,,N,,x,,x,40.014306,-105.175880,G2,Boulder,G,South Platte,G1,,x,
"Orlando Reservoir No. 2 Company, LLC",OrlandoNo2RC,G,20051178399,G,N,2005-05-03,G,,N,,x,,x,39.661734,-104.860168,G2,Aurora,G,Metro,,,x,
Osborn And Caywood Ditch,OsbornCaywoodDC,G,19871217888,G,N,1970-04-20,G,,N,,x,,x,39.708226,-105.143740,G2,Lakewood,G,Metro,G1,,x,
Osborn Lateral Ditch Company,OsbornLDC,G,19871062547,G,N,1916-04-12,G,,N,,x,,x,40.278694,-105.057464,G2,Berthoud,G,South Platte,G1,,x,
Oulette Ditch Company,OuletteDC,G,19871322285,G,N,1977-04-21,G,,N,,x,,x,39.776819,-105.106055,G2,Wheat Ridge,G,Metro,G1,,x,
Ouray Ditch Company,,x,19871016197,G,N,1893-11-11,G,,N,,x,,x,,,x,,x,,x,,x,
Ouray Mutual Ditch Company,,x,20161650159,G,N,2016-09-26,G,,N,,x,,x,38.531305,-106.040425,G2,Salida,G,Arkansas,G1,,x,
Overland Ditch And Reservoir Company,,x,19871018950,G,Y,1895-08-26,G,,N,,x,,x,38.872971,-107.797444,G2,Hotchkiss,G,Gunnison,G1,,x,
Ovid Reservoir Company,OvidRC,G,20041406192,G,N,2004-11-24,G,,N,,x,,x,40.986698,-102.262147,G2,Julesburg,G,South Platte,,,x,
Owl Creek Reservoir Company,OwlCrkRC,G,19871664337,G,N,1986-03-27,G,,N,,x,,x,40.523564,-104.862083,G2,Windsor,G,South Platte,,,x,
Owl Creek Supply and Irrigation Company,OwlCrkSupplyIC,G,19871040666,G,N,1905-06-05,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,G1,,x,
Oxford Farmers Ditch Company,,x,19871009007,G,N,1888-10-12,G,,N,,x,,x,38.077754,-104.005192,G2,Fowler,G,Arkansas,G1,,x,
"Oxford Lateral Ditch, Inc.",,x,19931058656,G,N,1993-06-07,G,,N,,x,,x,37.167408,-107.702444,G2,Ignacio,G,Southwest,G1,,x,
Palisade Irrigation District,,x,,x,Y,,x,,N,,x,,x,,,x,Palisade,G,,x,,x,
Palmerton Consolidated Ditch Company,PalmertonConsolidatedDC,G,19871088639,G,N,1928-10-15,G,,N,,x,,x,40.206359,-105.199147,G2,Longmont,G,South Platte,G1,,x,
Palomino Acres Ditch And Water Company,,x,19871307380,G,N,1976-07-02,G,,N,,x,,x,38.487530,-107.900371,G2,Montrose,G,Gunnison,G1,,x,
Paonia Ditch Company,,x,19871075382,G,N,1922-03-24,G,,N,,x,,x,38.850000,-107.625000,G2,Paonia,G,Gunnison,G1,,x,
Park Ditch And Reservoir Company,,x,19871094151,G,N,1931-09-14,G,,N,,x,,x,,,x,,x,,x,,x,
Park Ditch Company,,x,19891032074,G,N,1989-04-07,G,,N,,x,,x,37.283043,-106.976363,G2,Pagosa Springs,G,Southwest,G1,,x,
Patrick/Bennett Reservoir Company,PatrickBennettRC,G,20021212932,G,N,2002-08-05,G,,N,,x,,x,39.618495,-105.044791,G2,Littleton,G,Metro,,,x,
Patterson Cummins Ditch Association,,x,20091345498,G,N,2009-06-26,G,,N,,x,,x,39.402420,-107.117664,G2,Carbondale,G,Colorado,G1,,x,
"PC Reservoir, LLC",,x,20081129213,G,N,2008-03-06,G,,N,,x,,x,38.838550,-104.826481,G2,Colorado Springs,G,Arkansas,,,x,
Peck Ditch Company,PeckDC,G,19871083068,G,N,1926-02-11,G,,N,,x,,x,40.152903,-105.145342,G2,Longmont,G,South Platte,G1,,x,
Peery Ditch Company,PeeryDC,G,20151436125,G,N,2015-07-02,G,,N,,x,,x,40.753167,-104.964751,G2,Wellington,G,South Platte,G1,,x,
Pella Ditch Company,PellaDC,G,19871036987,G,N,1903-06-29,G,,N,,x,,x,40.173812,-105.169588,G2,Longmont,G,South Platte,G1,,x,
Pennock Lateral Ditch Company,PennockLDC,G,19871042791,G,N,1906-06-08,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
People'S Ditch Company,,x,19871038297,G,N,1904-03-07,G,,N,,x,,x,,,x,,x,,x,,x,
Peterson Canal And Reservoir Company,,x,19871018596,G,N,1895-05-20,G,,N,,x,,x,,,x,,x,,x,,x,
"Phoenix Reservoir, LLC",PhoenixRes,G,20151600759,G,N,2015-09-19,G,,N,,x,,x,39.768294,-104.902097,G2,Denver,G,Metro,,,x,
"Picketwire Ditch Co., Inc.",,x,19871197881,G,N,1968-01-08,G,,N,,x,,x,37.182739,-104.475805,G2,Trinidad,G,Arkansas,G1,,x,
Piedra Falls Ditch Company,,x,19871124780,G,N,1953-12-11,G,,N,,x,,x,37.272497,-107.101199,G2,Pagosa Springs,G,Southwest,G1,,x,
Pine Ridge Ditch Company,,x,19871027396,G,N,1898-11-21,G,,N,,x,,x,,,x,,x,,x,,x,
Pine River - Bayfield Ditch Company,,x,19871061273,G,Y,1915-07-06,G,,N,,x,,x,37.160612,-107.556284,G2,Bayfield,G,Southwest,G1,,x,
Pine River Southwestern Ditch Company,,x,19871122425,G,N,1952-09-04,G,,N,,x,,x,,,x,,x,,x,,x,
Pinnacle Park Irrigation Company,PinnacleParkIC,G,19891088636,G,N,1989-08-24,G,,N,,x,,x,40.482279,-104.738151,G2,Greeley,G,South Platte,G1,,x,
Pinon Ditch Company,,x,19871085945,G,N,1927-06-27,G,,N,,x,,x,,,x,,x,,x,,x,
Pinon Mesa Ditch Company,,x,19871062492,G,N,1916-04-04,G,,N,,x,,x,,,x,,x,,x,,x,
Pioneer Ditch Company,,x,19871080997,G,N,1925-02-10,G,,N,,x,,x,37.299953,-107.879707,G2,Durango,G,Southwest,G1,,x,
Pisgah Reservoir And Ditch Company,,x,19871077722,G,N,1923-05-26,G,,N,,x,,x,38.054035,-103.719527,G2,Rocky Ford,G,Arkansas,G1,,x,
"Plains Irrigation Company, Inc.",PlainsIC,G,19871244125,G,N,1972-06-27,G,,N,,x,,x,40.623250,-103.200129,G2,Sterling,G,South Platte,G1,,x,
Plano Vista Ditch Company,,x,19871007722,G,N,1887-01-17,G,,N,,x,,x,,,x,,x,,x,,x,
Platte Avenue Lateral Company,,x,19871026911,G,N,1898-06-28,G,,N,,x,,x,,,x,,x,,x,,x,
Platte Valley Ditch And Reservoir Company,,x,19871936053,G,N,1903-01-27,G,,N,,x,,x,,,x,,x,,x,,x,
Platte Valley Irrigation Company,PlatteVlyIC,G,19871005954,G,Y,1883-10-14,G,,N,,x,,x,40.414039,-104.734350,G2,Greeley,G,South Platte,G1,,x,
Platteville Extension Ditch Company,,x,19871080474,G,N,1928-09-10,G,,N,,x,,x,,,x,,x,,x,,x,
Platteville Irrigating And Milling Company,PlattevilleIC,G,19921009641,G,Y,1992-02-03,G,,N,,x,,x,40.187699,-104.810543,G2,Platteville,G,South Platte,G1,,x,
Pleasant Valley Extension Ditch Company,,x,19871079038,G,N,1924-02-23,G,,N,,x,,x,,,x,,x,,x,,x,
Pleasant Valley Mutual Irrigating Company,,x,19871002812,G,N,1880-06-28,G,,N,,x,,x,,,x,,x,,x,,x,
Pleasant Valley Reservoir Fish And Ditch Company,PleasantVlyRFDC,G,19871004610,G,N,1882-02-08,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Pleasant View Waste Ditch Company,,x,19871076791,G,N,1923-01-04,G,,N,,x,,x,,,x,,x,,x,,x,
Plumb And Dailey Ditch Company,PlumbDaileyDC,G,19871056068,G,N,1912-03-28,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Plumb Irrigation Company,,x,19871061912,G,N,1915-12-18,G,1981-01-01,G,,x,,x,40.399428,-104.508098,G2,Greeley,G,South Platte,G1,,x,
Plumb Irrigation Company,,x,20031142714,G,Y,2003-05-05,G,,N,,x,,x,40.417206,-104.587606,G2,Greeley,G,South Platte,G1,,x,
Porter Ditch And Reservoir Company,,x,19871008290,G,N,1887-01-17,G,,N,,x,,x,,,x,,x,,x,,x,
Porter Reservoir LLC,,x,20041455399,G,N,2004-12-30,G,,N,,x,,x,39.530441,-107.480989,G2,New Castle,G,Colorado,,,x,
Poudre Prairie Mutual Reservoir & Irrigation Company,,x,19961161032,G,N,1996-12-11,G,2004-06-01,G,,x,,x,,,x,,x,,x,,x,
Prairie Ditch Company (The) (Water),,x,19871007885,G,N,1887-03-28,G,,N,,x,,x,37.649454,-105.869853,G2,Mosca,G,Rio Grande,G1,,x,
Prather South Ditch Company,,x,20081488960,G,N,2008-09-11,G,2010-01-15,G,,x,,x,39.248836,-108.187749,G2,De Beque,G,Colorado,G1,,x,
Preisser And Preisser Reservoir Company LLC,,x,20071114018,G,N,2007-03-06,G,,N,,x,,x,38.837867,-104.823684,G2,Colorado Springs,G,Arkansas,,,x,
Price Ditch LLC,,x,20171010720,G,N,2017-01-04,G,,N,,x,,x,39.225731,-108.782115,G2,Loma,G,Colorado,G1,,x,
Price/Felix Borgi Combined Ditch Company,,x,20071358639,G,N,2007-08-03,G,,N,,x,,x,40.485775,-106.978417,G2,Steamboat Springs,G,Yampa,G1,,x,
Primrose Irrigation Company,,x,19871080874,G,N,1925-01-27,G,,N,,x,,x,,,x,,x,,x,,x,
Prospect 55 Lateral Ditch Company,Prospect55LDC,G,19911028126,G,N,1991-04-23,G,,N,,x,,x,39.770082,-105.105147,G2,Wheat Ridge,G,Metro,G1,,x,
Putnam Ditch Co.,,x,19871073484,G,N,1921-03-04,G,,N,,x,,x,,,x,,x,,x,,x,
R & R Ditching LLC,,x,20071452287,G,N,2007-10-01,G,,N,,x,,x,38.892583,-104.820146,G2,Colorado Springs,G,Arkansas,G1,,x,
"R & R Ditching, Inc.",,x,19901001557,G,N,1990-01-09,G,,N,,x,,x,38.892583,-104.820146,G2,Colorado Springs,G,Arkansas,G1,,x,
R. V. T. Ditch Company,,x,19871420935,G,N,1980-12-29,G,1997-10-01,G,,x,,x,,,x,,x,,x,,x,
Rankin Reservoir Company,RankinRC,G,19871075757,G,N,1922-05-25,G,2006-08-10,G,,x,,x,39.921906,-104.977299,G2,Thornton,G,Metro,,,x,
Red Cliffs Ditch Company,,x,19871546707,G,N,1983-11-18,G,,N,,x,,x,37.322429,-107.841563,G2,Durango,G,Southwest,G1,,x,
Red Feather Storage and Irrigation Company,RedFeatherStorageIC,G,19871114071,G,N,1948-02-17,G,,N,,x,,x,40.802349,-105.590070,G2,Red Feather Lakes,G,South Platte,G1,,x,
Red Mountain Ditch Company,,x,19871321490,G,N,1977-04-11,G,,N,,x,,x,39.367562,-107.034516,G2,Basalt,G,Colorado,G1,,x,
Redlands Mesa Water Users,,x,,x,Y,,x,,N,,x,,x,,,x,Hotchkiss,G,,x,,x,
Redlands Village Acres Ditch Company,,x,19871227445,G,N,1971-03-15,G,,N,,x,,x,39.085364,-108.633066,G2,Grand Junction,G,Colorado,G1,,x,
Redlands Village Ditch Company,,x,19871178444,G,N,1965-03-09,G,,N,,x,,x,39.086658,-108.638246,G2,Grand Junction,G,Colorado,G1,,x,
Redlands Water and Power Company,,x,,x,Y,,x,,N,,x,,x,,,x,Grand Junction,G,,x,,x,
Redmesa Reservoir And Ditch Company,,x,19871078163,G,Y,1923-08-27,G,,N,,x,,x,37.167711,-108.145270,G2,Hesperus,G,Southwest,G1,,x,
Reed Lateral Ditch And Pipe Line Company,ReedLDPC,G,19871013346,G,N,1892-03-22,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Relief Ditch Company,,x,19871001109,G,N,1890-09-15,G,,N,,x,,x,,,x,,x,,x,,x,
Reorganized Farmers' Ditch Company,ReorganizedFarmersDC,G,19871509111,G,N,1983-02-18,G,,N,,x,,x,40.421434,-105.074088,G2,Loveland,G,South Platte,G1,,x,
Re-Organized Revival Ditch Company,,x,19871116025,G,N,1949-03-04,G,,N,,x,,x,,,x,,x,,x,,x,
Revival Ditch Company,,x,19871059393,G,N,1914-03-19,G,,N,,x,,x,,,x,,x,,x,,x,
Reynolds And Cain Ditch Company,,x,19871405238,G,N,1980-06-13,G,,N,,x,,x,39.545969,-107.325551,G2,Glenwood Springs,G,Colorado,G1,,x,
Rhone Lateral Ditch Company,,x,19871174793,G,N,1964-08-06,G,2007-11-17,G,,x,,x,39.133263,-108.648065,G2,Grand Junction,G,Colorado,G1,,x,
Rice Ditch,,x,20081372516,G,N,2008-07-11,G,,N,,x,,x,38.503481,-107.910411,G2,Montrose,G,Gunnison,G1,,x,
Ridge Ditch Inc.,,x,20141608013,G,N,2014-10-02,G,,N,,x,,x,37.183137,-107.719169,G2,Ignacio,G,Southwest,G1,,x,
Rifle Creek Canon Ditch Company,,x,20091317743,G,N,2009-06-09,G,,N,,x,,x,39.362757,-107.190302,G2,Carbondale,G,Colorado,G1,,x,
Rifle Creek Canon Mutual Ditch Company,,x,19871068793,G,N,1919-02-13,G,,N,,x,,x,,,x,,x,,x,,x,
Rifle Creek Ditch Company,,x,19871092382,G,N,1930-09-22,G,,N,,x,,x,,,x,,x,,x,,x,
Rio Grande And Piedra Valley Ditch Company,,x,19911011652,G,N,1991-02-25,G,,N,,x,,x,37.675305,-106.363544,G2,Del Norte,G,Rio Grande,G1,,x,
Rio Grande And San Luis Irrigation Company,,x,19871053637,G,N,1911-03-15,G,,N,,x,,x,,,x,,x,,x,,x,
Rio Grande Canal Water Users Association,,x,,x,Y,,x,,N,,x,,x,,,x,Monte Vista,G,,x,,x,
Rio Grande Ditch No. 1 Company,,x,19871119780,G,N,1951-03-21,G,,N,,x,,x,37.670941,-106.651924,G2,South Fork,G,Rio Grande,G1,,x,
Rio Grande Ditch No. 4 Company,,x,19871127956,G,N,1955-02-07,G,,N,,x,,x,,,x,,x,,x,,x,
Rising Sun Ditch Company,,x,20071168425,G,N,2007-04-05,G,,N,,x,,x,39.531393,-107.691037,G2,Silt,G,Colorado,G1,,x,
